,user_id,retweet_mean,favorite_count_mean,retweet_max,favorite_max,retweet_min,favorite_min,retweet_std,favorite_std,source_mode,in_reply_user_id_mean,retweet_%,contains_@_%,Unnamed: 0,id,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,geo_enabled,profile_banner_url,profile_background_image_url_https,profile_text_color,profile_sidebar_border_color,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,description,created_at,target
15,806975.0,59.376775787523165,0.19857936998147005,37791.0,13.0,0.0,0.0,1061.7631544214446,0.5633523892364558,Twitter for iPhone,0.3449660284126004,0.22593624264933457,0.6137418755803157,2819,806975,28400,8375,503,2497,535,1,en,Pacific Time (US & Canada),CA,0.0,0.0,1,1,0,0,1,1,0,1,-25200.0,I am CEO/Co-Founder of addappt ™. I was Co-Founder of CrossLoop (funded by EDV & Venrock) | I was 1st Biz Dev Mgr at LinkedIn | I was vocationally challenged,Fri Mar 02 20:00:04 +0000 2007,0
16,813402.0,972.7666666666667,1.4,15872.0,12.0,0.0,0.0,3364.9861575094014,2.415467399618693,Twitter for iPhone,1.0,0.3333333333333333,0.9666666666666667,9298,813402,37585,13405,13932,153031,536,1,,,"austin, tx",0.0,1.0,1,0,0,0,0,0,0,0,,"OpenStack co-founder, OpenStack Foundation COO, ex Rackspace & Yahoo! Love Austin, BBQ, open source for fun & profit. Opinions my own. instagram: sparkycollier",2007-03-05 23:13:40,0
17,824157.0,119.53333333333333,8.566666666666666,2775.0,177.0,0.0,0.0,510.7209058557922,32.20482222762057,Twitter Web App,1.0,0.3,0.6,8699,824157,240785,88779,4084,129547,6045,0,,,"43.776188,-79.149103",0.0,0.0,1,0,0,1,1,0,0,1,,"I write about digital media for the Columbia Journalism Review. I'm an expert in stucco, a veteran in love and an outlaw in Peru (via https://t.co/neseFpUeEL)",2007-03-09 04:29:32,0
18,887281.0,15.73482428115016,0.039936102236421724,3849.0,4.0,0.0,0.0,211.27085167937648,0.2592345577089274,Twitter Web App,0.5191693290734825,0.08626198083067092,0.6837060702875399,1123,887281,626,236,300,16,4,1,en,Madrid,Europe,0.0,0.0,1,0,0,0,0,0,0,0,7200.0,Along the wiki way,Sat Mar 10 22:25:08 +0000 2007,0
19,965091.0,11.333333333333334,111.3,150.0,591.0,0.0,0.0,29.329675843034323,147.4781456632672,Twitter for iPhone,1.0,0.13333333333333333,0.5666666666666667,8907,965091,48239,43174,450,14021,1418,1,,,"Seattle, WA",0.0,0.0,1,0,0,0,0,0,1,1,,"Humor scientist. Broodhollow, Candle Cove, Local 58. K’thriss on #CTeam. He/him.",2007-03-11 23:14:06,0
20,1106501.0,95.93333333333334,6.333333333333333,439.0,72.0,0.0,0.0,132.90544560425042,15.46148347553907,Twitter Web App,1.0,0.6333333333333333,0.9333333333333333,8078,1106501,109485,346293,3015,95944,6005,1,,,"New York, NY",0.0,1.0,1,0,0,0,0,0,0,0,,"National Affairs Correspondent, The Nation; @CNN political contributor; author, What's the Matter With White People? Proud mother of @NoraWD I block stupid TM",2007-03-13 18:38:05,0
21,1142711.0,0.23333333333333334,0.36666666666666664,3.0,4.0,0.0,0.0,0.6789105539243628,0.8502873077655143,Other,1.0,0.0,0.1,8265,1142711,45733,8555,7,4,542,1,,,San Francisco Bay Area,0.0,1.0,1,0,0,0,1,0,0,0,,Strategist - Corporate Vent.&Innov. / Retail / Mobile - Startup Advisor  - Storyteller  - Check also @philjeudy for the B side,2007-03-14 07:13:41,0
22,1198481.0,50.766666666666666,2.8,871.0,60.0,0.0,0.0,157.447020828646,11.049730843968007,Twitter for iPhone,1.0,0.7333333333333333,0.9,9058,1198481,18177,34030,3573,22810,1070,1,,,Los Angeles,0.0,1.0,1,0,0,0,0,0,0,1,,"Deputy Managing Editor, News @latimes; previously @nytimes @washingtonpost; aspiring Californian. Email me at first.last@latimes.com.",2007-03-15 02:38:28,0
23,1382561.0,72.30452418096723,0.26833073322932915,105138.0,12.0,0.0,0.0,2050.1884412023082,0.6678910968848094,Twitter for iPhone,0.4140405616224649,0.13714464229928147,0.7004061230865355,2485,1382561,8236,346,1235,1744,10,1,en,Pacific Time (US & Canada),"San Jose, CA",0.0,1.0,1,1,0,0,0,1,0,0,-25200.0,I follow drag queens and gay porn stars.,Sat Mar 17 23:24:35 +0000 2007,0
24,1382791.0,24.2,2.2333333333333334,717.0,10.0,0.0,0.0,130.85169283292203,2.8123291774432895,Twitter for iPhone,1.0,0.03333333333333333,0.6333333333333333,8367,1382791,31507,3328,1025,4690,127,1,,,"Nashville, TN",0.0,1.0,1,0,0,0,0,0,0,0,,Transqueer Activist | PhD | Latinx Scholar | Public Theologian | Filmmaker | Buy Activist Theology @fortresspress | Founder & Co-Director  of @activistheology,2007-03-17 23:29:26,0
25,1565041.0,618.7,32.56666666666667,12048.0,339.0,0.0,0.0,2229.4235245291857,82.59902451345725,Twitter for iPhone,1.0,0.4666666666666667,0.6333333333333333,8142,1565041,46430,31936,2629,14308,1171,1,,,"Philadelphia, PA",0.0,1.0,1,0,0,1,1,0,1,1,,Philly sports ish. Senior Editor https://t.co/9ryCl4g76z,2007-03-20 00:22:12,0
26,1797991.0,9.033333333333333,18.766666666666666,119.0,487.0,0.0,0.0,28.545768855300256,88.53352504826216,Twitter Web App,1.0,0.2,0.8,8469,1797991,613,61447,6143,7695,2080,1,,,"Brooklyn, NY",0.0,0.0,1,0,1,0,0,0,0,0,,"Dungeon Master. Breitbart Economics and Finance editor. Formerly: WSJ, DealBreaker, B.I., CNBC, and Wall Street lawyer",2007-03-21 21:19:14,0
27,1813221.0,485.0626959247649,0.1329153605015674,72942.0,7.0,0.0,0.0,2616.977180753541,0.48934840849247235,Twitter for iPhone,0.19905956112852666,0.5128526645768025,0.7188087774294671,1143,1813221,20225,398,301,8486,21,1,en,Pacific Time (US & Canada),"Oakland, CA",0.0,0.0,1,1,0,0,0,1,1,0,-25200.0,Writer and editor. Stay-at-home dad. I post pictures of cooking and babies.,Wed Mar 21 23:43:40 +0000 2007,0
28,2339601.0,199.76666666666668,2.5,1825.0,51.0,0.0,0.0,515.8537405206978,9.224218497875672,Twitter for iPhone,1.0,0.36666666666666664,0.7666666666666667,9019,2339601,1919,930,366,3162,14,1,,,L.A.,0.0,1.0,1,0,0,0,0,0,0,1,,Lover of Man... or Astro-man? Bad dancer. Social Marketing @LinkedIn. I’m in it to help people socialize success.,2007-03-26 19:10:21,0
29,2768501.0,7.533333333333333,16.3,90.0,140.0,0.0,0.0,17.676661670578298,33.610497128745045,Other,1.0,0.03333333333333333,0.03333333333333333,9556,2768501,285745,1588927,1211,2770,12184,1,,,Australia,0.0,1.0,1,0,0,0,1,0,0,0,,Latest news updates from the Australian Broadcasting Corp. This is an official @abcaustralia account.,2007-03-29 02:15:36,0
30,2770511.0,311.05099502487565,0.19340796019900497,280955.0,7.0,0.0,0.0,5307.8284059324305,0.5615187826907766,Other,0.5509950248756219,0.27176616915422885,0.8327114427860697,413,2770511,38140,1098,525,4264,68,1,en,Perth,Sapporo,0.0,1.0,1,1,0,0,1,1,1,0,28800.0,Wandering Japan for a while.,Thu Mar 29 02:31:13 +0000 2007,0
31,2960221.0,92.53333333333333,252.23333333333332,2706.0,7178.0,0.0,0.0,493.62499610697313,1308.21190636457,Other,1.0,0.03333333333333333,0.4666666666666667,9703,2960221,6679,174787,1485,6817,6161,1,,,"London, UK",0.0,1.0,1,0,0,1,1,0,1,1,,"Personalized listening stats and music discovery. All for free.
For help, please visit our support forums: https://t.co/nGsREPyUB0",2007-03-30 11:06:01,0
32,3004231.0,1088.7,8035.333333333333,24081.0,180700.0,65.0,0.0,4364.419550220261,32964.21072694711,Twitter Web App,1.0,0.23333333333333334,0.6,8615,3004231,41303,18355388,2666,2687,43362,1,,,LBC,0.0,1.0,1,0,0,0,0,0,0,0,,I WANNA THANK ME available everywhere now !!,2007-03-30 19:05:42,0
33,3108351.0,25.233333333333334,68.03333333333333,142.0,287.0,0.0,19.0,28.193522529894665,60.5642909091928,Other,1.0,0.0,0.1,8646,3108351,298585,17236647,1123,1199,114465,1,,,"New York, NY",0.0,1.0,1,0,0,0,0,0,0,1,,Breaking news and features from https://t.co/GhhR6PLfem.,2007-04-01 06:22:13,0
34,3459051.0,119.5,51.5,1735.0,292.0,7.0,0.0,311.08350691713326,77.89681503825075,Other,1.0,0.6,0.7333333333333333,9230,3459051,59814,1878848,3999,8988,19422,1,,,Global,0.0,1.0,1,0,0,0,0,0,0,0,,Greenpeace exists because this fragile Earth deserves a voice. It needs solutions. It needs change. It needs action.,2007-04-04 20:30:34,0
35,3586271.0,1547.3666666666666,2.3,41378.0,13.0,0.0,0.0,7546.535096610087,3.2816102019041478,Twitter for iPhone,1.0,0.2,0.7,9107,3586271,34084,17508,1931,16629,623,1,,,fairfax va,0.0,1.0,1,0,0,0,0,0,0,0,,"HAVEN! OpenBazaar, CEO at OB1 https://t.co/iN4Wsm4ITn https://t.co/xxmdC67GBI",2007-04-06 03:57:54,0
36,3840981.0,114.66666666666667,0.3333333333333333,2034.0,2.0,0.0,0.0,418.5024478429902,0.6064784348631228,Twitter for iPhone,1.0,0.23333333333333334,0.7333333333333333,9592,3840981,243841,25872,2845,3526,582,1,,,"Makati City, Philippines",0.0,0.0,1,0,0,0,0,0,0,1,,"Mom blogger, making a difference in the lives of her children by advocating social change for good | Resource speaker | Coffee enthusiast #PhilippineCoffee",2007-04-09 01:49:03,0
37,3873101.0,8.62352576039727,0.25077591558038487,20636.0,7.0,0.0,0.0,370.32652563706716,0.5559011580764839,Other,0.08504034761018,0.006847183317771553,0.12605042016806722,3417,3873101,106335,720,530,12004,65,1,en,Tokyo,"Sumida, Tokyo, Japan",0.0,1.0,1,1,0,0,0,1,0,0,32400.0,【カジュアル釣り部】 @We_Are_KFC,Mon Apr 09 07:28:52 +0000 2007,0
38,3888491.0,105.15921176102596,0.19924929621520177,280955.0,9.0,0.0,0.0,4980.611889904708,0.5139110503596541,Other,0.44260243978730057,0.08609893550407013,0.8049467752035065,894,3888491,7621,910,853,804,58,1,en,Stockholm,Sweden,0.0,1.0,1,0,0,0,0,0,0,1,7200.0,"Founder of Ladda, Founder of Copygram, Partner at Winternet. - Kitesurfing, Food & Wine. Loves Music. A Social serial entrepreneur from Sweden.",Mon Apr 09 11:04:29 +0000 2007,0
39,4077671.0,30.066666666666666,3.066666666666667,455.0,33.0,0.0,0.0,88.71221714772079,7.16280302161359,Twitter Web App,1.0,0.36666666666666664,0.8333333333333334,9349,4077671,45311,37042,7935,51562,1026,1,,,New Zealand,0.0,1.0,1,0,0,0,0,0,0,0,,"Independent global organisation taking action to ensure the ability of Earth to nurture life in all its diversity. 
PRESS DESK: @NZGreenpeace",2007-04-10 21:04:46,0
40,4121091.0,180.10108527131783,1.2858914728682171,280955.0,244.0,0.0,0.0,5429.353039119986,5.147646600915846,Twitter for iPhone,0.4555038759689922,0.23564110524681775,0.778950636448308,2470,4121091,44839,2162,792,9428,93,1,en,Central Time (US & Canada),"Memphis, Tennessee",0.0,1.0,1,0,0,0,0,0,1,1,-18000.0,Cover the @memgrizz for @3shadesofblue & co-host @3SOBRadio. 6th Generation Memphian. Pompous ass. Husband. Father. Attorney. #Choose901,Wed Apr 11 04:04:38 +0000 2007,0
41,4899991.0,0.0,1.2333333333333334,0.0,10.0,0.0,0.0,0.0,2.3588912259983403,Twitter Web App,1.0,0.0,0.9333333333333333,8458,4899991,26182,2281,1662,19254,122,1,,,San Francisco,0.0,1.0,1,0,0,0,0,0,1,1,,"CEO @bandago (tour vans) & @goCampago (camper vans), President SF Small Business Commission, Musician with @creeperlagoon, Dad, Optimist",2007-04-16 17:13:45,0
42,5360012.0,38.1,25.366666666666667,338.0,150.0,0.0,0.0,70.42401138326576,41.03697519717228,Twitter Web App,1.0,0.36666666666666664,0.6666666666666666,8370,5360012,39161,209167,17542,15323,5007,1,,,"Washington, DC",0.0,1.0,1,0,0,0,1,0,0,0,,"Fighting for a greener, healthier world, no matter what forces stand in our way.",2007-04-20 21:44:35,0
43,5445622.0,68.84364314578801,0.6739198010568853,13196.0,22.0,0.0,0.0,662.2746740520156,1.3170974173348808,Twitter Web App,0.5809760646565123,0.19583462853590303,0.8047870686975443,2625,5445622,25167,699,359,13544,36,0,en,Pacific Time (US & Canada),Wellington,0.0,1.0,1,1,0,1,1,1,1,1,-25200.0,My mind ain't nothin' but a big ole collage,Mon Apr 23 21:55:23 +0000 2007,0
44,5448502.0,5461.933333333333,0.06666666666666667,103235.0,1.0,0.0,0.0,20166.305181789186,0.2537081317024624,Twitter for iPhone,1.0,0.7333333333333333,0.8,9336,5448502,1489,2208,1888,5583,128,0,,,"Los Angeles, CA",0.0,1.0,1,0,0,0,0,0,0,1,,"Video manager/attentive listener in Hollywood for the @AP, @APEntertainment",2007-04-24 00:29:46,0
45,5690002.0,11.733333333333333,1.6666666666666667,299.0,16.0,0.0,0.0,54.550156188867916,3.753925148826027,TweetDeck,1.0,0.1,0.9,9422,5690002,4385,5362,251,2410,238,1,,,New York + Barcelona,0.0,1.0,1,0,0,0,0,0,0,0,,"Journalist, filmmaker, executive producer. 📺✨ BBC + NBC alum.",2007-05-01 17:54:20,0
46,5778272.0,1829.4333333333334,0.7666666666666667,48411.0,8.0,0.0,0.0,8814.811006573493,1.9241358711314316,Other,1.0,0.6,0.9,8680,5778272,87984,11518,10126,64368,992,1,,,PDX to SFO to JFK to CDG and back,0.0,0.0,1,0,0,0,0,0,0,1,,"Director Content, Social, Comm @NoodleAI • Thinking about intersection of Mind, Media, Tech • AI, psychology, wine, food, books, music • McKinsey alum • she/her",2007-05-05 00:01:40,0
47,5780882.0,15.533333333333333,0.43333333333333335,289.0,5.0,0.0,0.0,52.064107256034035,1.304721752165845,Twitter for iPhone,1.0,0.7666666666666667,0.9666666666666667,8087,5780882,14429,1928,1544,4815,87,1,,,"ÜT: 34.021905,-118.383707",0.0,1.0,1,0,0,0,0,0,0,1,,A screaming comes across the sky. | Married to @batlinds. | Father. | #gobears | elindsey@kqed.org,2007-05-05 03:20:52,0
48,5812422.0,250.94589552238807,0.2493781094527363,56101.0,17.0,0.0,0.0,2204.7768597106005,0.7819898763964881,Twitter for iPhone,0.36691542288557216,0.2940442781415653,0.8643592142188962,204,5812422,6641,1471,1977,7841,52,1,en,Tijuana,"Ventura, CA",0.0,1.0,1,0,0,0,0,0,0,0,-25200.0,"PR & corp communications pro. Feminist, wife, mama, SoCal native. #GoDodgers http://t.co/85bIo1P9Tn",Sun May 06 17:07:22 +0000 2007,0
49,5820222.0,268.3704856787049,0.1133250311332503,43295.0,5.0,0.0,0.0,1645.4568774196246,0.403484391145825,Twitter for iPhone,0.32036114570361146,0.4984423676012461,0.8626168224299066,3368,5820222,7141,180,327,1533,4,0,en,Central Time (US & Canada),"Irving, TX",0.0,0.0,1,1,0,0,0,1,1,1,-18000.0,aka Alaska,Mon May 07 01:58:59 +0000 2007,0
50,5856182.0,102.3546276098473,0.3521346213773761,96214.0,108.0,0.0,0.0,1844.2549929275533,2.3869768151442163,Twitter for iPhone,0.26051729510751015,0.4872194513715711,0.7503117206982544,2193,5856182,27226,3420,1519,8380,181,1,en,Beijing,Beijing,0.0,1.0,1,1,0,0,0,1,1,1,28800.0,"Journalist, @ChinaSpec, @BusinessSpec | fergus.ryan@chinaspectator.com.au | 围脖 Weibo @fergusryan | 微信 WeChat fergus0523 | Skype fergusryan | Threema ID BHTNSN66",Tue May 08 07:32:46 +0000 2007,0
51,5966412.0,13.566666666666666,0.4666666666666667,332.0,2.0,0.0,0.0,60.62984546343112,0.6814453874610599,Twitter for iPhone,1.0,0.23333333333333334,0.6666666666666666,8712,5966412,86499,17196,429,9264,170,1,,,WeChat ID: dave-lucas,0.0,1.0,1,0,1,0,0,0,1,0,,🎙Broadcast Journalist | Opinions are my own. @WAMCRadio  I ♡ pop culture! Apasionada por la Música y las Fotos!  snapchat/instagram/telegram: davelucas29 大卫卢卡斯,2007-05-11 16:13:49,0
52,5972752.0,377.6666666666667,2.8666666666666667,10621.0,32.0,0.0,0.0,1938.827486649729,5.905773524233742,Other,1.0,0.1,0.9666666666666667,8789,5972752,12662,7057,630,5340,222,0,,,Nashville,0.0,0.0,1,0,0,0,0,0,0,0,,Family (& friends) Guy | Musicians On Call President & CEO| Rescue Diver | Explorer | Bucknellian | Music/Politics Junkie | Son of the American Revolution,2007-05-11 19:57:20,0
53,5990782.0,4628.233333333334,9.933333333333334,45147.0,61.0,2.0,0.0,9637.160114972108,15.76100236032908,Twitter for iPhone,1.0,0.5,0.5,8153,5990782,13599,30442,2398,1694,596,1,,,National,0.0,0.0,1,0,0,0,0,0,0,0,,The official account for the Young Democrats of America. Led by President @JHarrisTill. Paid for and authorized by the Young Democrats of America.,2007-05-12 15:49:20,0
54,6218752.0,950.3666666666667,1.9333333333333333,17850.0,17.0,0.0,0.0,3352.417022895913,3.5226687897528564,Twitter Web App,1.0,0.3,0.6333333333333333,9600,6218752,1008,12831,3746,9321,254,1,,,"New York, NY",0.0,0.0,1,0,0,0,1,0,1,1,,🇦🇺 Cartoonist/Writer for @NewYorker and comedian in NYC. Comic Syndicated daily in 34 countries. President of National Cartoonists Society. #BlockedByTrump.,2007-05-22 03:22:02,0
55,6235392.0,12.966666666666667,19.7,230.0,105.0,0.0,0.0,44.49601557778911,24.314250114299018,TweetDeck,1.0,0.1,0.3,9652,6235392,101011,19647,2582,11353,597,1,,,Boston,0.0,0.0,1,0,0,0,0,0,0,0,,"Bruins/NHL writer, @bostonglobe. Seen on @NHLNetwork. Member of @BostonNewsGuild, @ThePHWA. Past: @pbpost, @ecjrn. Gloucester kid. matthew.porter@globe.com",2007-05-22 15:29:33,0
56,6296742.0,115.52388337468983,0.9609181141439206,43566.0,124.0,0.0,0.0,1253.922297262033,2.9522561239925125,Twitter for Android,0.4851116625310174,0.2048417132216015,0.7625698324022346,2793,6296742,24072,2245,1260,4402,153,1,en,Pacific Time (US & Canada),Oakland←DC←ATL,0.0,1.0,1,1,1,1,0,1,0,0,-25200.0,"{Experience Direction} Nike+ FuelBand, GE, PBS.{Ran Things} Subcontinental Drift, HOSS records, DJ.technology_culture_design_games_music",Thu May 24 21:05:26 +0000 2007,0
57,6351572.0,124.0,1992.0333333333333,1068.0,11730.0,0.0,0.0,226.4114350712757,3104.7528024575186,Twitter Web App,1.0,0.16666666666666666,0.43333333333333335,8160,6351572,54634,1259839,1347,13266,7101,1,,,"California, USA",0.0,1.0,1,0,0,0,0,0,0,0,,"Perpetually tired dad, husband, producer, host, and CEO of Rogue Rocket. https://t.co/ge2RT08D4K +1 (813) 213-4423",2007-05-26 23:56:07,0
58,6487292.0,4.033333333333333,13.833333333333334,18.0,44.0,0.0,0.0,3.9434217010920447,11.797379408984872,Other,1.0,0.06666666666666667,0.13333333333333333,9275,6487292,90418,790529,3072,1494,4491,1,,,Los Angeles,0.0,1.0,1,0,0,0,0,0,1,0,,LAist is a website about Los Angeles & everything that happens in it. Powered by @kpcc.,2007-06-01 00:58:34,0
59,6775342.0,543.8908848968729,0.07651363938789088,749373.0,9.0,0.0,0.0,19331.44044787362,0.40814031446534704,Twitter Web App,0.5861610113107119,0.06121091151031271,0.7571523619427811,3350,6775342,1505,66,108,296,3,0,en,Pacific Time (US & Canada),,0.0,0.0,0,1,0,0,0,1,0,0,-25200.0,English is my second language.  What's your excuse?,Tue Jun 12 20:02:33 +0000 2007,0
60,6797952.0,55.96666666666667,3.0,1404.0,21.0,0.0,0.0,258.19806395456385,5.139435095752089,Twitter Web App,1.0,0.16666666666666666,0.8,8807,6797952,9863,11922,2296,2954,304,1,,,,0.0,1.0,1,0,0,0,0,0,0,0,,US economics editor for the @ft. Writing a book about the 💵. Not logging in very often right now because of the other two things,2007-06-13 21:32:24,0
61,6819732.0,12.133333333333333,0.5666666666666667,172.0,15.0,0.0,0.0,31.4442400112494,2.750339581959281,Twitter for iPhone,1.0,0.9333333333333333,0.9666666666666667,8301,6819732,30740,30751,10693,12879,894,1,,,"Washington, DC",0.0,1.0,1,0,1,0,1,0,0,1,,National Association of Hispanic Journalists/Asociación Nacional de Periodistas Hispanos Estamos aquí putting #MoreLatinosInNews.,2007-06-14 20:37:24,0
62,6834152.0,173.45548266166824,0.03155263980006248,43231.0,7.0,0.0,0.0,1176.4062350951358,0.22900135328488896,Twitter for iPhone,0.10340518587941268,0.7491408934707904,0.8653545766947829,1465,6834152,136700,2135,1799,2361,70,1,en,Pacific Time (US & Canada),"Oakland, Cali",0.0,0.0,0,1,1,1,0,1,0,0,-25200.0,#tiv,Fri Jun 15 14:09:19 +0000 2007,0
